File,Label,Cat_Feature,Aug_Names,Count
2_637425202073190325.png,18,2,2_637425202073190325.png,9
2_637425202073190325.png,18,2,2_637425202073190325.png_0_2052.png,9
2_637425202449122139.png,33,2,2_637425202449122139.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_1574.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_3781.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_3945.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_4197.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_4390.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_5456.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_5953.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_618.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_7883.png,11
2_637425202449122139.png,33,2,2_637425202449122139.png_0_8621.png,11
2_637425203351291876.png,15,2,2_637425203351291876.png,4
2_637425203351291876.png,15,2,2_637425203351291876.png_0_6205.png,4
2_637425203351291876.png,15,2,2_637425203351291876.png_0_6381.png,4
2_637425203351291876.png,15,2,2_637425203351291876.png_0_8829.png,4
2_637425203500638054.png,45,2,2_637425203500638054.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_2624.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_4103.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_4694.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_5674.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_6671.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_8032.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_8375.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_8402.png,10
2_637425203500638054.png,45,2,2_637425203500638054.png_0_8741.png,10
2_637425204415554491.png,38,2,2_637425204415554491.png,7
2_637425204415554491.png,38,2,2_637425204415554491.png_0_1984.png,7
2_637425204415554491.png,38,2,2_637425204415554491.png_0_2706.png,7
2_637425204415554491.png,38,2,2_637425204415554491.png_0_3038.png,7
2_637425204415554491.png,38,2,2_637425204415554491.png_0_3312.png,7
2_637425204415554491.png,38,2,2_637425204415554491.png_0_3606.png,7
2_637425204415554491.png,38,2,2_637425204415554491.png_0_5623.png,7
2_637425204554659483.png,10,2,2_637425204554659483.png,9
2_637425204554659483.png,10,2,2_637425204554659483.png_0_8168.png,9
2_637425204554659483.png,10,2,2_637425204554659483.png_0_9058.png,9
2_637425204970993748.png,23,2,2_637425204970993748.png,12
2_637425204970993748.png,23,2,2_637425204970993748.png_0_1238.png,12
2_637425204970993748.png,23,2,2_637425204970993748.png_0_1313.png,12
2_637425204970993748.png,23,2,2_637425204970993748.png_0_7309.png,12
2_637425204970993748.png,23,2,2_637425204970993748.png_0_8858.png,12
2_637425204970993748.png,23,2,2_637425204970993748.png_0_9358.png,12
2_637425206388839854.png,23,2,2_637425206388839854.png,12
2_637425206388839854.png,23,2,2_637425206388839854.png_0_1494.png,12
2_637425206388839854.png,23,2,2_637425206388839854.png_0_4040.png,12
2_637425206388839854.png,23,2,2_637425206388839854.png_0_5108.png,12
2_637425206388839854.png,23,2,2_637425206388839854.png_0_7135.png,12
2_637425206388839854.png,23,2,2_637425206388839854.png_0_7723.png,12
3_637425154379215252.png,65,3,3_637425154379215252.png_0_8211.png,9
3_637425154379215252.png,65,3,3_637425154379215252.png_0_8614.png,9
3_637425156039425854.png,55,3,3_637425156039425854.png,6
3_637425156039425854.png,55,3,3_637425156039425854.png_0_3468.png,6
3_637425156039425854.png,55,3,3_637425156039425854.png_0_4025.png,6
3_637425156039425854.png,55,3,3_637425156039425854.png_0_5733.png,6
3_637425156039425854.png,55,3,3_637425156039425854.png_0_7288.png,6
3_637425156039425854.png,55,3,3_637425156039425854.png_0_7794.png,6
3_637425156937593450.png,75,3,3_637425156937593450.png,9
3_637425156937593450.png,75,3,3_637425156937593450.png_0_950.png,9
3_637425159698939455.png,70,3,3_637425159698939455.png_0_3447.png,10
3_637425159698939455.png,70,3,3_637425159698939455.png_0_4959.png,10
3_637425161325327127.png,80,3,3_637425161325327127.png,8
3_637425169454072710.png,80,3,3_637425169454072710.png,8
3_637425169612603879.png,80,3,3_637425169612603879.png,8
3_637425169756245508.png,80,3,3_637425169756245508.png,8
3_637425170159414345.png,60,3,3_637425170159414345.png,9
3_637425170159414345.png,60,3,3_637425170159414345.png_0_5854.png,9
3_637425171021997428.png,75,3,3_637425171021997428.png,9
3_637425171021997428.png,75,3,3_637425171021997428.png_0_787.png,9
3_637425171161722101.png,70,3,3_637425171161722101.png_0_2912.png,10
3_637425171297222387.png,80,3,3_637425171297222387.png,8
3_637425172046115858.png,60,3,3_637425172046115858.png,9
3_637425172046115858.png,60,3,3_637425172046115858.png_0_1503.png,9
3_637425172046115858.png,60,3,3_637425172046115858.png_0_8494.png,9
3_637425172180141409.png,65,3,3_637425172180141409.png,9
3_637425172180141409.png,65,3,3_637425172180141409.png_0_3977.png,9
3_637425172180141409.png,65,3,3_637425172180141409.png_0_6465.png,9
3_637425172307646994.png,70,3,3_637425172307646994.png_0_2772.png,10
3_637425172307646994.png,70,3,3_637425172307646994.png_0_3207.png,10
3_637425173390282129.png,70,3,3_637425173390282129.png,10
3_637425173390282129.png,70,3,3_637425173390282129.png_0_1601.png,10
3_637425173390282129.png,70,3,3_637425173390282129.png_0_1749.png,10
3_637425173506076946.png,75,3,3_637425173506076946.png,9
3_637425173506076946.png,75,3,3_637425173506076946.png_0_1588.png,9
3_637425174520049025.png,80,3,3_637425174520049025.png,8
3_637425175041426245.png,60,3,3_637425175041426245.png_0_7796.png,9
3_637425175041426245.png,60,3,3_637425175041426245.png_0_9802.png,9
3_637425194137641567.png,63,3,3_637425194137641567.png,8
3_637425194137641567.png,63,3,3_637425194137641567.png_0_2741.png,8
3_637425194137641567.png,63,3,3_637425194137641567.png_0_4598.png,8
3_637425194137641567.png,63,3,3_637425194137641567.png_0_5317.png,8
3_637425194137641567.png,63,3,3_637425194137641567.png_0_6461.png,8
3_637425194137641567.png,63,3,3_637425194137641567.png_0_7935.png,8
3_637425194137641567.png,63,3,3_637425194137641567.png_0_8478.png,8
3_637425194137641567.png,63,3,3_637425194137641567.png_0_9516.png,8
3_637425197628810028.png,80,3,3_637425197628810028.png,8
3_637425201818308556.png,50,3,3_637425201818308556.png,7
3_637425201818308556.png,50,3,3_637425201818308556.png_0_7127.png,7
3_637425202703606049.png,50,3,3_637425202703606049.png,7
3_637425202703606049.png,50,3,3_637425202703606049.png_0_6027.png,7
3_637425202703606049.png,50,3,3_637425202703606049.png_0_7497.png,7
3_637425202969248887.png,80,3,3_637425202969248887.png,8
3_637425203833590891.png,75,3,3_637425203833590891.png,9
3_637425203833590891.png,75,3,3_637425203833590891.png_0_5618.png,9
3_637425203983275721.png,60,3,3_637425203983275721.png,9
3_637425203983275721.png,60,3,3_637425203983275721.png_0_7980.png,9
3_637425204135239535.png,65,3,3_637425204135239535.png_0_1299.png,9
3_637425204135239535.png,65,3,3_637425204135239535.png_0_7122.png,9
3_637425204667560420.png,50,3,3_637425204667560420.png,7
3_637425204667560420.png,50,3,3_637425204667560420.png_0_1829.png,7
3_637425205230544808.png,75,3,3_637425205230544808.png,9
3_637425206533700876.png,65,3,3_637425206533700876.png,9
3_637425206533700876.png,65,3,3_637425206533700876.png_0_3039.png,9
3_637425206695854344.png,70,3,3_637425206695854344.png,10
3_637425206695854344.png,70,3,3_637425206695854344.png_0_6599.png,10
4_637425154220421237.png,85,4,4_637425154220421237.png,8
4_637425155744663724.png,95,4,4_637425155744663724.png,6
4_637425157052636841.png,90,4,4_637425157052636841.png,4
4_637425158480860051.png,90,4,4_637425158480860051.png,4
4_637425161072621088.png,95,4,4_637425161072621088.png_0_9353.png,6
4_637425168312082226.png,85,4,4_637425168312082226.png,8
4_637425168550570419.png,95,4,4_637425168550570419.png,6
4_637425168550570419.png,95,4,4_637425168550570419.png_0_2773.png,6
4_637425168703662696.png,85,4,4_637425168703662696.png,8
4_637425168841178972.png,85,4,4_637425168841178972.png,8
4_637425169013480470.png,85,4,4_637425169013480470.png,8
4_637425174649012281.png,85,4,4_637425174649012281.png,8
4_637425174893368791.png,90,4,4_637425174893368791.png,4
4_637425175160844748.png,90,4,4_637425175160844748.png,4
4_637425192346139206.png,83,4,4_637425192346139206.png_0_3140.png,10
4_637425192346139206.png,83,4,4_637425192346139206.png_0_3145.png,10
4_637425192346139206.png,83,4,4_637425192346139206.png_0_4307.png,10
4_637425195472537066.png,85,4,4_637425195472537066.png,8
4_637425195733750159.png,83,4,4_637425195733750159.png,10
4_637425195733750159.png,83,4,4_637425195733750159.png_0_3931.png,10
4_637425195733750159.png,83,4,4_637425195733750159.png_0_5572.png,10
4_637425199954024921.png,83,4,4_637425199954024921.png,10
4_637425199954024921.png,83,4,4_637425199954024921.png_0_1661.png,10
4_637425199954024921.png,83,4,4_637425199954024921.png_0_3462.png,10
4_637425199954024921.png,83,4,4_637425199954024921.png_0_5693.png,10
4_637425200124497700.png,88,4,4_637425200124497700.png,5
4_637425200124497700.png,88,4,4_637425200124497700.png_0_1448.png,5
4_637425200124497700.png,88,4,4_637425200124497700.png_0_1941.png,5
4_637425200124497700.png,88,4,4_637425200124497700.png_0_3614.png,5
4_637425200124497700.png,88,4,4_637425200124497700.png_0_6238.png,5
4_637425207570682911.png,85,4,4_637425207570682911.png,8
4_637425207837208424.png,95,4,4_637425207837208424.png_0_2828.png,6
4_637425208081879216.png,95,4,4_637425208081879216.png_0_5478.png,6
